,Ticker Symbol,Years,Period Ending, Total Revenue , Cost of Goods Sold ," Sales, General and Admin. ", Research and Development , Other Operating Items ,GICS Sector,GICS Sub Industry
1343,RCL,Year 2,12/31/2013," $7,959,894,000 "," $5,305,270,000 "," $1,044,819,000 ", $-   ," $754,711,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1344,RCL,Year 3,12/31/2014," $8,073,855,000 "," $5,306,281,000 "," $1,048,952,000 ", $-   ," $772,445,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1345,RCL,Year 4,12/31/2015," $8,299,074,000 "," $5,099,393,000 "," $1,086,504,000 ", $-   ," $827,008,000 ",Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
1346,REGN,Year 1,12/31/2013," $2,104,745,000 "," $155,355,000 "," $346,393,000 "," $859,947,000 ", $-   ,Health Care,Biotechnology
1347,REGN,Year 2,12/31/2014," $2,819,557,000 "," $205,018,000 "," $519,267,000 "," $1,271,353,000 ", $-   ,Health Care,Biotechnology
1348,REGN,Year 3,12/31/2015," $4,103,728,000 "," $392,709,000 "," $838,526,000 "," $1,620,577,000 ", $-   ,Health Care,Biotechnology
1349,REGN,Year 4,12/31/2016," $4,860,427,000 "," $299,694,000 "," $1,177,697,000 "," $2,052,295,000 ", $-   ,Health Care,Biotechnology
1350,RHI,Year 1,12/31/2013," $4,245,895,000 "," $2,522,803,000 "," $1,324,815,000 ", $-   ," $1,700,000 ",Industrials,Human Resource & Employment Services
1351,RHI,Year 2,12/31/2014," $4,695,014,000 "," $2,772,098,000 "," $1,425,734,000 ", $-   ," $557,000 ",Industrials,Human Resource & Employment Services
1352,RHI,Year 3,12/31/2015," $5,094,933,000 "," $2,980,462,000 "," $1,533,799,000 ", $-   ," $192,000 ",Industrials,Human Resource & Employment Services
1353,RHI,Year 4,12/31/2016," $5,250,399,000 "," $3,089,723,000 "," $1,606,217,000 ", $-   ," $1,237,000 ",Industrials,Human Resource & Employment Services
1354,RHT,Year 1,2/28/2013," $1,328,817,000 "," $200,600,000 "," $660,887,000 "," $263,150,000 ", $-   ,Information Technology,Systems Software
1355,RHT,Year 2,2/28/2014," $1,534,615,000 "," $232,600,000 "," $750,292,000 "," $317,263,000 ", $-   ,Information Technology,Systems Software
1356,RHT,Year 3,2/28/2015," $1,789,489,000 "," $273,199,000 "," $898,440,000 "," $367,856,000 ", $-   ,Information Technology,Systems Software
1357,RHT,Year 4,2/29/2016," $2,052,230,000 "," $309,629,000 "," $1,041,231,000 "," $413,322,000 ", $-   ,Information Technology,Systems Software
1358,RL,Year 1,3/30/2013," $6,945,000,000 "," $2,789,000,000 "," $2,971,000,000 ", $-   ," $27,000,000 ",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1359,RL,Year 2,3/29/2014," $7,450,000,000 "," $3,140,000,000 "," $3,142,000,000 ", $-   ," $35,000,000 ",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1360,RL,Year 3,3/28/2015," $7,620,000,000 "," $3,242,000,000 "," $3,301,000,000 ", $-   ," $25,000,000 ",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1361,RL,Year 4,4/2/2016," $7,405,000,000 "," $3,218,000,000 "," $3,389,000,000 ", $-   ," $24,000,000 ",Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1362,ROK,Year 1,9/30/2013," $6,351,900,000 "," $3,778,100,000 "," $1,537,700,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
1363,ROK,Year 2,9/30/2014," $6,623,500,000 "," $3,869,600,000 "," $1,570,100,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
1364,ROK,Year 3,9/30/2015," $6,307,900,000 "," $3,604,800,000 "," $1,506,400,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
1365,ROK,Year 4,9/30/2016," $5,879,500,000 "," $3,404,000,000 "," $1,467,400,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
1366,ROP,Year 1,12/31/2012," $2,993,489,000 "," $1,321,772,000 "," $914,130,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
1367,ROP,Year 2,12/31/2013," $3,238,128,000 "," $1,355,200,000 "," $1,040,567,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
1368,ROP,Year 3,12/31/2014," $3,549,494,000 "," $1,447,595,000 "," $1,102,426,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
1369,ROP,Year 4,12/31/2015," $3,582,395,000 "," $1,417,749,000 "," $1,136,728,000 ", $-   , $-   ,Industrials,Industrial Conglomerates
1370,ROST,Year 1,2/2/2013," $9,721,065,000 "," $7,011,428,000 "," $1,437,886,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
1371,ROST,Year 2,2/1/2014," $10,230,353,000 "," $7,360,924,000 "," $1,526,366,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
1372,ROST,Year 3,1/31/2015," $11,041,677,000 "," $7,937,956,000 "," $1,615,371,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
1373,ROST,Year 4,1/30/2016," $11,939,999,000 "," $8,576,873,000 "," $1,738,755,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
1374,RRC,Year 1,12/31/2012," $1,367,135,000 "," $328,784,000 "," $248,136,000 ", $-   ," $445,228,000 ",Energy,Oil & Gas Exploration & Production
1375,RRC,Year 2,12/31/2013," $1,832,253,000 "," $516,119,000 "," $391,707,000 ", $-   ," $492,397,000 ",Energy,Oil & Gas Exploration & Production
1376,RRC,Year 3,12/31/2014," $2,042,537,000 "," $605,752,000 "," $191,802,000 ", $-   ," $551,032,000 ",Energy,Oil & Gas Exploration & Production
1377,RRC,Year 4,12/31/2015," $1,181,704,000 "," $648,968,000 "," $165,318,000 ", $-   ," $581,155,000 ",Energy,Oil & Gas Exploration & Production
1378,RSG,Year 1,12/31/2013," $8,417,200,000 "," $5,234,700,000 "," $1,088,100,000 ", $-   ," $877,400,000 ",Industrials,Industrial Conglomerates
1379,RSG,Year 2,12/31/2014," $8,803,300,000 "," $5,643,100,000 "," $998,400,000 ", $-   ," $906,900,000 ",Industrials,Industrial Conglomerates
1380,RSG,Year 3,12/31/2015," $9,115,000,000 "," $5,518,600,000 "," $1,067,000,000 ", $-   ," $970,600,000 ",Industrials,Industrial Conglomerates
1381,RSG,Year 4,12/31/2016," $9,387,700,000 "," $5,764,000,000 "," $1,054,500,000 ", $-   ," $991,100,000 ",Industrials,Industrial Conglomerates
1382,SBUX,Year 1,9/29/2013," $14,866,800,000 "," $6,382,300,000 "," $5,655,800,000 ", $-   ," $621,400,000 ",Consumer Discretionary,Restaurants
1383,SBUX,Year 2,9/28/2014," $16,447,800,000 "," $6,858,800,000 "," $6,086,800,000 ", $-   ," $709,600,000 ",Consumer Discretionary,Restaurants
1384,SBUX,Year 3,9/27/2015," $19,162,700,000 "," $7,787,500,000 "," $7,130,200,000 ", $-   ," $893,900,000 ",Consumer Discretionary,Restaurants
1385,SBUX,Year 4,10/2/2016," $21,315,900,000 "," $8,511,100,000 "," $7,970,300,000 ", $-   ," $980,800,000 ",Consumer Discretionary,Restaurants
1386,SCG,Year 1,12/31/2012," $4,176,000,000 "," $2,754,000,000 "," $207,000,000 ", $-   ," $356,000,000 ",Utilities,MultiUtilities
1387,SCG,Year 2,12/31/2013," $4,495,000,000 "," $2,987,000,000 "," $220,000,000 ", $-   ," $378,000,000 ",Utilities,MultiUtilities
1388,SCG,Year 3,12/31/2014," $4,951,000,000 "," $3,331,000,000 "," $229,000,000 ", $-   ," $384,000,000 ",Utilities,MultiUtilities
1389,SCG,Year 4,12/31/2015," $4,380,000,000 "," $2,714,000,000 "," $234,000,000 ", $-   ," $358,000,000 ",Utilities,MultiUtilities
1394,SE,Year 1,12/31/2012," $5,075,000,000 "," $2,417,000,000 "," $337,000,000 ", $-   ," $746,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation
1395,SE,Year 2,12/31/2013," $5,518,000,000 "," $2,707,000,000 "," $373,000,000 ", $-   ," $772,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation
1396,SE,Year 3,12/31/2014," $5,903,000,000 "," $2,790,000,000 "," $393,000,000 ", $-   ," $796,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation
1397,SE,Year 4,12/31/2015," $5,234,000,000 "," $2,335,000,000 "," $353,000,000 ", $-   ," $764,000,000 ",Energy,Oil & Gas Refining & Marketing & Transportation
1398,SEE,Year 1,12/31/2013," $7,690,800,000 "," $5,100,900,000 "," $1,788,300,000 ", $-   ," $123,200,000 ",Materials,Paper Packaging
1399,SEE,Year 2,12/31/2014," $7,750,500,000 "," $5,062,900,000 "," $1,849,400,000 ", $-   ," $118,900,000 ",Materials,Paper Packaging
1400,SEE,Year 3,12/31/2015," $7,031,500,000 "," $4,444,900,000 "," $1,656,200,000 ", $-   ," $88,700,000 ",Materials,Paper Packaging
1401,SEE,Year 4,12/31/2016," $6,778,300,000 "," $4,246,700,000 "," $1,604,400,000 ", $-   ," $94,900,000 ",Materials,Paper Packaging
1402,SHW,Year 1,12/31/2012," $9,534,462,000 "," $5,328,236,000 "," $3,264,896,000 ", $-   , $-   ,Materials,Specialty Chemicals
1403,SHW,Year 2,12/31/2013," $10,185,532,000 "," $5,568,966,000 "," $3,470,200,000 ", $-   , $-   ,Materials,Specialty Chemicals
1404,SHW,Year 3,12/31/2014," $11,129,533,000 "," $5,965,049,000 "," $3,860,448,000 ", $-   , $-   ,Materials,Specialty Chemicals
1405,SHW,Year 4,12/31/2015," $11,339,304,000 "," $5,780,078,000 "," $3,943,786,000 ", $-   , $-   ,Materials,Specialty Chemicals
1406,SIG,Year 1,2/2/2013," $3,983,400,000 "," $2,446,000,000 "," $976,900,000 ", $-   , $-   ,Consumer Discretionary,Specialty Stores
1407,SIG,Year 2,2/1/2014," $4,209,200,000 "," $2,628,700,000 "," $1,010,000,000 ", $-   , $-   ,Consumer Discretionary,Specialty Stores
1408,SIG,Year 3,2/2/2015," $5,736,300,000 "," $3,662,100,000 "," $1,497,600,000 ", $-   , $-   ,Consumer Discretionary,Specialty Stores
1409,SIG,Year 4,1/30/2016," $6,550,200,000 "," $4,109,800,000 "," $1,736,700,000 ", $-   , $-   ,Consumer Discretionary,Specialty Stores
1410,SJM,Year 1,4/30/2013," $5,897,700,000 "," $3,870,100,000 "," $1,020,400,000 ", $-   ," $96,800,000 ",Consumer Staples,Packaged Foods & Meats
1411,SJM,Year 2,4/30/2014," $5,610,600,000 "," $3,579,600,000 "," $1,013,100,000 ", $-   ," $98,900,000 ",Consumer Staples,Packaged Foods & Meats
1412,SJM,Year 3,4/30/2015," $5,692,700,000 "," $3,724,000,000 "," $1,085,800,000 ", $-   ," $110,900,000 ",Consumer Staples,Packaged Foods & Meats
1413,SJM,Year 4,4/30/2016," $7,811,200,000 "," $4,843,400,000 "," $1,614,100,000 ", $-   ," $208,400,000 ",Consumer Staples,Packaged Foods & Meats
1414,SLG,Year 1,12/31/2012," $1,290,052,000 "," $470,243,000 "," $120,310,000 ", $-   ," $330,418,000 ",Real Estate,Office REITs
1415,SLG,Year 2,12/31/2013," $1,371,065,000 "," $479,665,000 "," $122,128,000 ", $-   ," $340,316,000 ",Real Estate,Office REITs
1416,SLG,Year 3,12/31/2014," $1,519,978,000 "," $500,126,000 "," $133,502,000 ", $-   ," $393,987,000 ",Real Estate,Office REITs
1417,SLG,Year 4,12/31/2015," $1,662,829,000 "," $534,326,000 "," $139,137,000 ", $-   ," $588,235,000 ",Real Estate,Office REITs
1418,SNA,Year 1,12/31/2013," $3,237,500,000 "," $1,638,900,000 "," $1,012,400,000 ", $-   , $-   ,Consumer Discretionary,Household Appliances
1419,SNA,Year 2,1/3/2015," $3,492,600,000 "," $1,759,200,000 "," $1,048,700,000 ", $-   , $-   ,Consumer Discretionary,Household Appliances
1420,SNA,Year 3,1/2/2016," $3,593,100,000 "," $1,774,600,000 "," $1,053,700,000 ", $-   , $-   ,Consumer Discretionary,Household Appliances
1421,SNA,Year 4,12/31/2016," $3,711,800,000 "," $1,803,500,000 "," $1,054,100,000 ", $-   , $-   ,Consumer Discretionary,Household Appliances
1422,SNI,Year 1,12/31/2012," $2,307,182,000 "," $610,836,000 "," $655,473,000 ", $-   ," $107,591,000 ",Consumer Discretionary,Broadcasting & Cable TV
1423,SNI,Year 2,12/31/2013," $2,530,809,000 "," $699,294,000 "," $729,055,000 ", $-   ," $117,580,000 ",Consumer Discretionary,Broadcasting & Cable TV
1424,SNI,Year 3,12/31/2014," $2,665,456,000 "," $778,896,000 "," $764,799,000 ", $-   ," $128,582,000 ",Consumer Discretionary,Broadcasting & Cable TV
1425,SNI,Year 4,12/31/2015," $3,018,227,000 "," $987,357,000 "," $785,179,000 ", $-   ," $137,596,000 ",Consumer Discretionary,Broadcasting & Cable TV
1426,SO,Year 1,12/31/2012," $16,537,000,000 "," $9,373,000,000 "," $914,000,000 ", $-   ," $1,787,000,000 ",Utilities,Electric Utilities
1427,SO,Year 2,12/31/2013," $17,087,000,000 "," $9,817,000,000 "," $934,000,000 ", $-   ," $1,901,000,000 ",Utilities,Electric Utilities
1428,SO,Year 3,12/31/2014," $18,467,000,000 "," $11,031,000,000 "," $981,000,000 ", $-   ," $1,945,000,000 ",Utilities,Electric Utilities
1429,SO,Year 4,12/31/2015," $17,489,000,000 "," $9,811,000,000 "," $997,000,000 ", $-   ," $2,034,000,000 ",Utilities,Electric Utilities
1430,SPG,Year 1,12/31/2012," $4,256,157,000 "," $800,380,000 "," $376,687,000 ", $-   ," $1,068,382,000 ",Real Estate,REITs
1431,SPG,Year 2,12/31/2013," $4,543,849,000 "," $837,946,000 "," $402,369,000 ", $-   ," $1,107,700,000 ",Real Estate,REITs
1432,SPG,Year 3,12/31/2014," $4,870,818,000 "," $882,803,000 "," $446,845,000 ", $-   ," $1,143,827,000 ",Real Estate,REITs
1433,SPG,Year 4,12/31/2015," $5,266,103,000 "," $960,192,000 "," $452,835,000 ", $-   ," $1,177,568,000 ",Real Estate,REITs
1438,SPLS,Year 1,2/2/2013," $24,380,510,000 "," $17,889,249,000 "," $4,884,284,000 ", $-   ," $78,900,000 ",Consumer Discretionary,Specialty Stores
1439,SPLS,Year 2,2/1/2014," $23,114,000,000 "," $17,082,000,000 "," $4,735,000,000 ", $-   ," $55,000,000 ",Consumer Discretionary,Specialty Stores
1440,SPLS,Year 3,1/31/2015," $22,492,000,000 "," $16,691,000,000 "," $4,816,000,000 ", $-   ," $62,000,000 ",Consumer Discretionary,Specialty Stores
1441,SPLS,Year 4,1/30/2016," $21,059,000,000 "," $15,545,000,000 "," $4,600,000,000 ", $-   ," $67,000,000 ",Consumer Discretionary,Specialty Stores
1442,SRCL,Year 1,12/31/2012," $1,913,149,000 "," $1,055,844,000 "," $356,817,000 ", $-   ," $31,652,000 ",Industrials,Industrial Conglomerates
1443,SRCL,Year 2,12/31/2013," $2,142,807,000 "," $1,178,173,000 "," $390,610,000 ", $-   ," $38,405,000 ",Industrials,Industrial Conglomerates
1444,SRCL,Year 3,12/31/2014," $2,555,601,000 "," $1,461,190,000 "," $489,937,000 ", $-   ," $48,138,000 ",Industrials,Industrial Conglomerates
1445,SRCL,Year 4,12/31/2015," $2,985,908,000 "," $1,719,723,000 "," $712,803,000 ", $-   ," $65,770,000 ",Industrials,Industrial Conglomerates
1446,SRE,Year 1,12/31/2012," $9,647,000,000 "," $6,646,000,000 "," $359,000,000 ", $-   ," $1,090,000,000 ",Utilities,MultiUtilities
1447,SRE,Year 2,12/31/2013," $10,557,000,000 "," $7,186,000,000 "," $574,000,000 ", $-   ," $1,113,000,000 ",Utilities,MultiUtilities
1448,SRE,Year 3,12/31/2014," $11,035,000,000 "," $7,689,000,000 "," $414,000,000 ", $-   ," $1,156,000,000 ",Utilities,MultiUtilities
1449,SRE,Year 4,12/31/2015," $10,231,000,000 "," $6,648,000,000 "," $397,000,000 ", $-   ," $1,250,000,000 ",Utilities,MultiUtilities
1450,STI,Year 1,12/31/2012," $11,240,000,000 "," $429,000,000 "," $6,073,000,000 ", $-   ," $1,441,000,000 ",Financials,Banks
1451,STI,Year 2,12/31/2013," $8,602,000,000 "," $291,000,000 "," $5,808,000,000 ", $-   ," $576,000,000 ",Financials,Banks
1452,STI,Year 3,12/31/2014," $8,707,000,000 "," $235,000,000 "," $5,518,000,000 ", $-   ," $367,000,000 ",Financials,Banks
1453,STI,Year 4,12/31/2015," $8,533,000,000 "," $219,000,000 "," $5,120,000,000 ", $-   ," $205,000,000 ",Financials,Banks
1458,STX,Year 1,6/28/2013," $14,351,000,000 "," $10,411,000,000 "," $635,000,000 "," $1,133,000,000 "," $79,000,000 ",Information Technology,Computer Storage & Peripherals
1459,STX,Year 2,6/27/2014," $13,724,000,000 "," $9,878,000,000 "," $722,000,000 "," $1,226,000,000 "," $98,000,000 ",Information Technology,Computer Storage & Peripherals
1460,STX,Year 3,7/3/2015," $13,739,000,000 "," $9,930,000,000 "," $237,000,000 "," $1,353,000,000 "," $129,000,000 ",Information Technology,Computer Storage & Peripherals
1461,STX,Year 4,7/1/2016," $11,160,000,000 "," $8,545,000,000 "," $635,000,000 "," $1,237,000,000 "," $123,000,000 ",Information Technology,Computer Storage & Peripherals
1462,STZ,Year 1,2/28/2013," $2,796,100,000 "," $1,687,800,000 "," $585,400,000 ", $-   , $-   ,Consumer Staples,Distillers & Vintners
1463,STZ,Year 2,2/28/2014," $4,867,700,000 "," $2,876,000,000 "," $895,100,000 ", $-   , $-   ,Consumer Staples,Distillers & Vintners
1464,STZ,Year 3,2/28/2015," $6,028,000,000 "," $3,449,400,000 "," $1,078,400,000 ", $-   , $-   ,Consumer Staples,Distillers & Vintners
1465,STZ,Year 4,2/29/2016," $6,548,400,000 "," $3,606,100,000 "," $1,177,200,000 ", $-   , $-   ,Consumer Staples,Distillers & Vintners
1466,SWK,Year 1,12/28/2013," $10,889,500,000 "," $6,985,800,000 "," $2,960,300,000 ", $-   , $-   ,Consumer Discretionary,Household Appliances
1467,SWK,Year 2,1/3/2015," $11,338,600,000 "," $7,235,900,000 "," $2,814,600,000 ", $-   , $-   ,Consumer Discretionary,Household Appliances
1468,SWK,Year 3,1/2/2016," $11,171,800,000 "," $7,099,800,000 "," $2,681,100,000 ", $-   , $-   ,Consumer Discretionary,Household Appliances
1469,SWK,Year 4,12/31/2016," $11,406,900,000 "," $7,139,700,000 "," $2,798,900,000 ", $-   , $-   ,Consumer Discretionary,Household Appliances
1470,SWKS,Year 1,9/27/2013," $1,792,000,000 "," $1,025,400,000 "," $159,700,000 "," $226,300,000 "," $29,100,000 ",Information Technology,Semiconductors
1471,SWKS,Year 2,10/3/2014," $2,291,500,000 "," $1,268,800,000 "," $179,100,000 "," $252,200,000 "," $25,900,000 ",Information Technology,Semiconductors
1472,SWKS,Year 3,10/2/2015," $3,258,400,000 "," $1,703,900,000 "," $191,300,000 "," $303,200,000 "," $33,500,000 ",Information Technology,Semiconductors
1473,SWKS,Year 4,9/30/2016," $3,289,000,000 "," $1,623,800,000 "," $195,900,000 "," $312,400,000 "," $33,400,000 ",Information Technology,Semiconductors
1474,SWN,Year 1,12/31/2012," $2,730,000,000 "," $245,000,000 "," $835,000,000 ", $-   ," $811,000,000 ",Energy,Oil & Gas Exploration & Production
1475,SWN,Year 2,12/31/2013," $3,371,000,000 "," $328,000,000 "," $1,052,000,000 ", $-   ," $787,000,000 ",Energy,Oil & Gas Exploration & Production
1476,SWN,Year 3,12/31/2014," $4,038,000,000 "," $427,000,000 "," $1,296,000,000 ", $-   ," $942,000,000 ",Energy,Oil & Gas Exploration & Production
1477,SWN,Year 4,12/31/2015," $3,133,000,000 "," $689,000,000 "," $1,208,000,000 ", $-   ," $1,091,000,000 ",Energy,Oil & Gas Exploration & Production
1478,SYF,Year 1,12/31/2012," $10,793,000,000 "," $362,000,000 "," $2,123,000,000 ", $-   ," $4,549,000,000 ",Financials,Consumer Finance
1479,SYF,Year 2,12/31/2013," $11,813,000,000 "," $374,000,000 "," $2,484,000,000 ", $-   ," $5,445,000,000 ",Financials,Consumer Finance
1480,SYF,Year 3,12/31/2014," $12,727,000,000 "," $470,000,000 "," $2,927,000,000 ", $-   ," $5,492,000,000 ",Financials,Consumer Finance
1481,SYF,Year 4,12/31/2015," $13,620,000,000 "," $607,000,000 "," $3,264,000,000 ", $-   ," $5,690,000,000 ",Financials,Consumer Finance
1482,SYK,Year 1,12/31/2013," $9,021,000,000 "," $3,002,000,000 "," $4,089,000,000 "," $536,000,000 "," $138,000,000 ",Health Care,Health Care Equipment
1483,SYK,Year 2,12/31/2014," $9,675,000,000 "," $3,319,000,000 "," $4,308,000,000 "," $614,000,000 "," $188,000,000 ",Health Care,Health Care Equipment
1484,SYK,Year 3,12/31/2015," $9,946,000,000 "," $3,344,000,000 "," $3,906,000,000 "," $625,000,000 "," $210,000,000 ",Health Care,Health Care Equipment
1485,SYK,Year 4,12/31/2016," $11,325,000,000 "," $3,830,000,000 "," $4,295,000,000 "," $715,000,000 "," $319,000,000 ",Health Care,Health Care Equipment
1486,SYMC,Year 1,3/29/2013," $6,906,000,000 "," $1,175,000,000 "," $3,236,000,000 "," $1,026,000,000 "," $286,000,000 ",Information Technology,Application Software
1487,SYMC,Year 2,3/28/2014," $4,183,000,000 "," $791,000,000 "," $2,186,000,000 "," $722,000,000 "," $93,000,000 ",Information Technology,Application Software
1488,SYMC,Year 3,4/3/2015," $3,956,000,000 "," $727,000,000 "," $2,012,000,000 "," $812,000,000 "," $87,000,000 ",Information Technology,Application Software
1489,SYMC,Year 4,4/1/2016," $3,600,000,000 "," $615,000,000 "," $1,587,000,000 "," $748,000,000 "," $57,000,000 ",Information Technology,Application Software
1490,SYY,Year 1,6/29/2013," $44,411,233,000 "," $36,414,626,000 "," $6,338,129,000 ", $-   , $-   ,Consumer Staples,Food Distributors
1491,SYY,Year 2,6/28/2014," $46,516,712,000 "," $38,335,677,000 ", $-   , $-   , $-   ,Consumer Staples,Food Distributors
1492,SYY,Year 3,6/27/2015," $48,680,752,000 "," $40,129,236,000 ", $-   , $-   , $-   ,Consumer Staples,Food Distributors
1493,SYY,Year 4,7/2/2016," $50,366,919,000 "," $41,326,447,000 ", $-   , $-   , $-   ,Consumer Staples,Food Distributors
1494,T,Year 1,12/31/2012," $127,434,000,000 "," $55,228,000,000 "," $41,066,000,000 ", $-   ," $18,143,000,000 ",Telecommunications Services,Integrated Telecommunications Services
1495,T,Year 2,12/31/2013," $128,752,000,000 "," $51,191,000,000 "," $28,414,000,000 ", $-   ," $18,395,000,000 ",Telecommunications Services,Integrated Telecommunications Services
1496,T,Year 3,12/31/2014," $132,447,000,000 "," $60,145,000,000 "," $41,817,000,000 ", $-   ," $18,273,000,000 ",Telecommunications Services,Integrated Telecommunications Services
1497,T,Year 4,12/31/2015," $146,801,000,000 "," $67,046,000,000 "," $32,954,000,000 ", $-   ," $22,016,000,000 ",Telecommunications Services,Integrated Telecommunications Services
1498,TAP,Year 1,12/31/2013," $4,206,100,000 "," $2,545,600,000 "," $1,193,800,000 ", $-   , $-   ,Consumer Staples,Brewers
1499,TAP,Year 2,12/31/2014," $4,146,300,000 "," $2,493,300,000 "," $1,163,900,000 ", $-   , $-   ,Consumer Staples,Brewers
1500,TAP,Year 3,12/31/2015," $3,567,500,000 "," $2,163,500,000 "," $1,051,800,000 ", $-   , $-   ,Consumer Staples,Brewers
1501,TAP,Year 4,12/31/2016," $4,885,000,000 "," $3,003,100,000 "," $1,597,300,000 ", $-   , $-   ,Consumer Staples,Brewers
1502,TDC,Year 1,12/31/2012," $2,665,000,000 "," $1,174,000,000 "," $728,000,000 "," $183,000,000 ", $-   ,Information Technology,Application Software
1503,TDC,Year 2,12/31/2013," $2,692,000,000 "," $1,219,000,000 "," $757,000,000 "," $184,000,000 ", $-   ,Information Technology,Application Software
1504,TDC,Year 3,12/31/2014," $2,732,000,000 "," $1,253,000,000 "," $770,000,000 "," $206,000,000 ", $-   ,Information Technology,Application Software
1505,TDC,Year 4,12/31/2015," $2,530,000,000 "," $1,254,000,000 "," $765,000,000 "," $228,000,000 ", $-   ,Information Technology,Application Software
1506,TDG,Year 1,9/30/2013," $1,924,400,000 "," $874,838,000 "," $254,468,000 ", $-   ," $45,639,000 ",Industrials,Aerospace & Defense
1507,TDG,Year 2,9/30/2014," $2,372,906,000 "," $1,105,032,000 "," $276,446,000 ", $-   ," $63,608,000 ",Industrials,Aerospace & Defense
1508,TDG,Year 3,9/30/2015," $2,707,115,000 "," $1,257,270,000 "," $321,624,000 ", $-   ," $54,219,000 ",Industrials,Aerospace & Defense
1509,TDG,Year 4,9/30/2016," $3,171,411,000 "," $1,443,348,000 "," $382,858,000 ", $-   ," $77,445,000 ",Industrials,Aerospace & Defense
1510,TEL,Year 1,9/27/2013," $11,390,000,000 "," $7,739,000,000 "," $1,440,000,000 "," $590,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services
1511,TEL,Year 2,9/26/2014," $11,973,000,000 "," $8,001,000,000 "," $1,534,000,000 "," $583,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services
1512,TEL,Year 3,9/25/2015," $12,233,000,000 "," $8,146,000,000 "," $1,504,000,000 "," $627,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services
1513,TEL,Year 4,9/30/2016," $12,238,000,000 "," $8,205,000,000 "," $1,463,000,000 "," $644,000,000 ", $-   ,Information Technology,Electronic Manufacturing Services
1514,TGNA,Year 1,12/30/2012," $5,353,197,000 "," $2,943,847,000 "," $1,303,427,000 ", $-   ," $194,039,000 ",Consumer Discretionary,Publishing
1515,TGNA,Year 2,12/29/2013," $1,603,123,000 "," $662,769,000 "," $531,932,000 ", $-   ," $74,833,000 ",Consumer Discretionary,Publishing
1516,TGNA,Year 3,12/31/2014," $2,626,141,000 "," $954,990,000 "," $766,854,000 ", $-   ," $151,837,000 ",Consumer Discretionary,Publishing
1517,TGNA,Year 4,12/31/2015," $3,050,945,000 "," $923,336,000 "," $1,068,221,000 ", $-   ," $205,087,000 ",Consumer Discretionary,Publishing
1518,TGT,Year 1,2/2/2013," $73,301,000,000 "," $50,568,000,000 "," $15,110,000,000 ", $-   ," $2,044,000,000 ",Consumer Discretionary,General Merchandise Stores
1519,TGT,Year 2,2/1/2014," $71,279,000,000 "," $50,039,000,000 "," $14,465,000,000 ", $-   ," $1,996,000,000 ",Consumer Discretionary,General Merchandise Stores
1520,TGT,Year 3,1/31/2015," $72,618,000,000 "," $51,278,000,000 "," $14,676,000,000 ", $-   ," $2,129,000,000 ",Consumer Discretionary,General Merchandise Stores
1521,TGT,Year 4,1/30/2016," $73,785,000,000 "," $51,997,000,000 "," $14,665,000,000 ", $-   ," $2,213,000,000 ",Consumer Discretionary,General Merchandise Stores
1522,TIF,Year 1,1/31/2013," $3,794,249,000 "," $1,630,965,000 "," $1,466,067,000 ", $-   , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1523,TIF,Year 2,1/31/2014," $4,031,100,000 "," $1,690,700,000 "," $2,036,100,000 ", $-   , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1524,TIF,Year 3,1/31/2015," $4,249,900,000 "," $1,712,700,000 "," $1,645,800,000 ", $-   , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1525,TIF,Year 4,1/31/2016," $4,104,900,000 "," $1,613,600,000 "," $1,731,200,000 ", $-   , $-   ,Consumer Discretionary,"Apparel, Accessories & Luxury Goods"
1526,TJX,Year 1,2/2/2013," $25,878,372,000 "," $18,521,400,000 "," $4,250,446,000 ", $-   , $-   ,Consumer Discretionary,Apparel Retail
