Country / territory of asylum/residence,Origin,Year,Month,Value,Date
Canada,Mexico,2008,August,986,8/1/08
Canada,Mexico,2008,September,1036,9/1/08
Canada,Mexico,2008,October,1081,10/1/08
Canada,Mexico,2008,November,1007,11/1/08
Canada,Mexico,2008,December,742,12/1/08
Canada,Mexico,2009,January,703,1/1/09
Canada,Mexico,2009,February,920,2/1/09
Canada,Mexico,2009,March,1093,3/1/09
Canada,Mexico,2009,April,997,4/1/09
Canada,Mexico,2009,May,849,5/1/09
Canada,Mexico,2009,June,964,6/1/09
Canada,Mexico,2009,July,732,7/1/09
Canada,Mexico,2009,August,393,8/1/09
Canada,Mexico,2009,September,371,9/1/09
Canada,Mexico,2009,October,189,10/1/09
Canada,Mexico,2009,November,184,11/1/09
Canada,Mexico,2009,December,166,12/1/09
Canada,Mexico,2010,January,110,1/1/10
Canada,Mexico,2010,February,97,2/1/10
Canada,Mexico,2010,March,168,3/1/10
Canada,Mexico,2010,April,126,4/1/10
Canada,Mexico,2010,May,105,5/1/10
Canada,Mexico,2010,June,71,6/1/10
Canada,Mexico,2010,July,92,7/1/10
Canada,Mexico,2010,August,90,8/1/10
Canada,Mexico,2010,September,87,9/1/10
Canada,Mexico,2010,October,83,10/1/10
Canada,Mexico,2010,November,76,11/1/10
Canada,Mexico,2010,December,93,12/1/10
Canada,Mexico,2011,January,69,1/1/11
Canada,Mexico,2011,February,46,2/1/11
Canada,Mexico,2011,March,64,3/1/11
Canada,Mexico,2011,April,50,4/1/11
Canada,Mexico,2011,May,41,5/1/11
Canada,Mexico,2011,June,53,6/1/11
Canada,Mexico,2011,July,46,7/1/11
Canada,Mexico,2011,August,44,8/1/11
Canada,Mexico,2011,September,76,9/1/11
Canada,Mexico,2011,October,60,10/1/11
Canada,Mexico,2011,November,42,11/1/11
Canada,Mexico,2011,December,62,12/1/11
Canada,Mexico,2012,January,32,1/1/12
Canada,Mexico,2012,February,57,2/1/12
Canada,Mexico,2012,March,39,3/1/12
Canada,Mexico,2012,April,30,4/1/12
Canada,Mexico,2012,May,25,5/1/12
Canada,Mexico,2012,June,28,6/1/12
Canada,Mexico,2012,July,20,7/1/12
Canada,Mexico,2012,August,28,8/1/12
Canada,Mexico,2012,September,15,9/1/12
Canada,Mexico,2012,October,13,10/1/12
Canada,Mexico,2012,November,19,11/1/12
Canada,Mexico,2012,December,18,12/1/12
Canada,Mexico,2013,January,5,1/1/13
Canada,Mexico,2013,February,12,2/1/13
Canada,Mexico,2013,March,4,3/1/13
Canada,Mexico,2013,April,8,4/1/13
Canada,Mexico,2013,May,6,5/1/13
Canada,Mexico,2013,June,1,6/1/13
Canada,Mexico,2013,July,10,7/1/13
Canada,Mexico,2013,August,12,8/1/13
Canada,Mexico,2013,September,6,9/1/13
Canada,Mexico,2013,October,9,10/1/13
Canada,Mexico,2013,November,7,11/1/13
Canada,Mexico,2013,December,4,12/1/13
Canada,Mexico,2014,January,0,1/1/14
Canada,Mexico,2014,February,15,2/1/14
Canada,Mexico,2014,March,12,3/1/14
Canada,Mexico,2014,May,19,5/1/14
Canada,Mexico,2014,June,0,6/1/14
Canada,Mexico,2014,July,5,7/1/14
Canada,Mexico,2014,August,0,8/1/14
Canada,Mexico,2014,September,15,9/1/14
Canada,Mexico,2014,October,7,10/1/14
Canada,Mexico,2014,December,0,12/1/14
Canada,Mexico,2015,January,6,1/1/15
Canada,Mexico,2015,February,6,2/1/15
Canada,Mexico,2015,March,5,3/1/15
Canada,Mexico,2015,April,12,4/1/15
Canada,Mexico,2015,May,7,5/1/15
Canada,Mexico,2015,June,5,6/1/15
Canada,Mexico,2015,July,9,7/1/15
Canada,Mexico,2015,August,17,8/1/15
Canada,Mexico,2015,September,12,9/1/15
Canada,Mexico,2015,October,17,10/1/15
Canada,United Rep. of Tanzania,2004,November,1,11/1/04
Canada,United Rep. of Tanzania,2004,December,3,12/1/04
Canada,United Rep. of Tanzania,2005,January,6,1/1/05
Canada,United Rep. of Tanzania,2005,February,1,2/1/05
Canada,United Rep. of Tanzania,2005,March,1,3/1/05
Canada,United Rep. of Tanzania,2005,April,1,4/1/05
Canada,United Rep. of Tanzania,2005,May,2,5/1/05
Canada,United Rep. of Tanzania,2005,June,3,6/1/05
Canada,United Rep. of Tanzania,2005,July,1,7/1/05
Canada,United Rep. of Tanzania,2005,October,1,10/1/05
Canada,United Rep. of Tanzania,2005,November,2,11/1/05
Canada,United Rep. of Tanzania,2005,December,5,12/1/05
Canada,United Rep. of Tanzania,2006,January,3,1/1/06
Canada,United Rep. of Tanzania,2006,March,3,3/1/06
Canada,United Rep. of Tanzania,2006,May,2,5/1/06
Canada,United Rep. of Tanzania,2006,June,1,6/1/06
Canada,United Rep. of Tanzania,2006,July,2,7/1/06
Canada,United Rep. of Tanzania,2006,August,3,8/1/06
Canada,United Rep. of Tanzania,2006,September,1,9/1/06
Canada,United Rep. of Tanzania,2006,November,1,11/1/06
Canada,United Rep. of Tanzania,2006,December,1,12/1/06
Canada,United Rep. of Tanzania,2007,January,1,1/1/07
Canada,United Rep. of Tanzania,2007,February,1,2/1/07
Canada,United Rep. of Tanzania,2007,July,1,7/1/07
Canada,United Rep. of Tanzania,2007,September,1,9/1/07
Canada,United Rep. of Tanzania,2007,November,3,11/1/07
Canada,United Rep. of Tanzania,2007,December,4,12/1/07
Canada,United Rep. of Tanzania,2008,January,4,1/1/08
Canada,United Rep. of Tanzania,2008,February,3,2/1/08
Canada,United Rep. of Tanzania,2008,March,2,3/1/08
Canada,United Rep. of Tanzania,2008,April,1,4/1/08
Canada,United Rep. of Tanzania,2008,June,2,6/1/08
Canada,United Rep. of Tanzania,2008,July,4,7/1/08
Canada,United Rep. of Tanzania,2008,October,4,10/1/08
Canada,United Rep. of Tanzania,2008,November,12,11/1/08
Canada,United Rep. of Tanzania,2008,December,4,12/1/08
Canada,United Rep. of Tanzania,2009,January,2,1/1/09
Canada,United Rep. of Tanzania,2009,February,4,2/1/09
Canada,United Rep. of Tanzania,2009,April,1,4/1/09
Canada,United Rep. of Tanzania,2009,May,2,5/1/09
Canada,United Rep. of Tanzania,2009,June,2,6/1/09
Canada,United Rep. of Tanzania,2009,July,1,7/1/09
Canada,United Rep. of Tanzania,2009,August,4,8/1/09
Canada,United Rep. of Tanzania,2009,September,5,9/1/09
Canada,United Rep. of Tanzania,2009,October,1,10/1/09
Canada,United Rep. of Tanzania,2009,November,1,11/1/09
Canada,United Rep. of Tanzania,2009,December,5,12/1/09
Canada,United Rep. of Tanzania,2010,January,2,1/1/10
Canada,United Rep. of Tanzania,2010,February,3,2/1/10
Canada,United Rep. of Tanzania,2010,April,1,4/1/10
Canada,United Rep. of Tanzania,2010,June,1,6/1/10
Canada,United Rep. of Tanzania,2010,July,3,7/1/10
Canada,United Rep. of Tanzania,2010,August,5,8/1/10
Canada,United Rep. of Tanzania,2010,October,6,10/1/10
Canada,United Rep. of Tanzania,2010,November,2,11/1/10
Canada,United Rep. of Tanzania,2010,December,2,12/1/10
Canada,United Rep. of Tanzania,2011,January,1,1/1/11
Canada,United Rep. of Tanzania,2011,March,4,3/1/11
Canada,United Rep. of Tanzania,2011,April,1,4/1/11
Canada,United Rep. of Tanzania,2011,September,1,9/1/11
Canada,United Rep. of Tanzania,2011,October,2,10/1/11
Canada,United Rep. of Tanzania,2011,November,1,11/1/11
Canada,United Rep. of Tanzania,2011,December,2,12/1/11
Canada,United Rep. of Tanzania,2012,January,4,1/1/12
Canada,United Rep. of Tanzania,2012,February,2,2/1/12
Canada,United Rep. of Tanzania,2012,March,2,3/1/12
Canada,United Rep. of Tanzania,2012,April,2,4/1/12
Canada,United Rep. of Tanzania,2012,May,2,5/1/12
Canada,United Rep. of Tanzania,2012,June,1,6/1/12
Canada,United Rep. of Tanzania,2012,August,2,8/1/12
Canada,United Rep. of Tanzania,2012,September,2,9/1/12
Canada,United Rep. of Tanzania,2012,October,5,10/1/12
Canada,United Rep. of Tanzania,2012,November,6,11/1/12
Canada,United Rep. of Tanzania,2012,December,1,12/1/12
Canada,United Rep. of Tanzania,2013,January,1,1/1/13
Canada,United Rep. of Tanzania,2013,March,1,3/1/13
Canada,United Rep. of Tanzania,2013,April,1,4/1/13
Canada,United Rep. of Tanzania,2013,May,2,5/1/13
Canada,United Rep. of Tanzania,2013,June,2,6/1/13
Canada,United Rep. of Tanzania,2013,August,3,8/1/13
Canada,United Rep. of Tanzania,2013,September,1,9/1/13
Canada,United Rep. of Tanzania,2013,October,1,10/1/13
Canada,United Rep. of Tanzania,2013,November,1,11/1/13
Canada,United Rep. of Tanzania,2013,December,1,12/1/13
Canada,United Rep. of Tanzania,2014,January,0,1/1/14
Canada,United Rep. of Tanzania,2014,February,0,2/1/14
Canada,United Rep. of Tanzania,2014,April,0,4/1/14
Canada,United Rep. of Tanzania,2014,June,0,6/1/14
Canada,United Rep. of Tanzania,2014,September,0,9/1/14
Canada,United Rep. of Tanzania,2014,October,0,10/1/14
Canada,United Rep. of Tanzania,2014,November,0,11/1/14
Canada,United Rep. of Tanzania,2014,December,0,12/1/14
Canada,United Rep. of Tanzania,2015,January,0,1/1/15
Canada,United Rep. of Tanzania,2015,April,0,4/1/15
Canada,United Rep. of Tanzania,2015,May,0,5/1/15
Canada,United Rep. of Tanzania,2015,June,0,6/1/15
Canada,United Rep. of Tanzania,2015,July,0,7/1/15
Canada,United Rep. of Tanzania,2015,September,5,9/1/15
Canada,United Rep. of Tanzania,2015,October,6,10/1/15
Canada,United Rep. of Tanzania,2015,November,0,11/1/15
Canada,United Rep. of Tanzania,2015,December,8,12/1/15
Canada,United Rep. of Tanzania,2016,January,7,1/1/16
Canada,United Rep. of Tanzania,2016,February,3,2/1/16
Canada,United Rep. of Tanzania,2016,March,2,3/1/16
Canada,United Rep. of Tanzania,2016,April,1,4/1/16
Canada,United Rep. of Tanzania,2016,May,3,5/1/16
Canada,United Rep. of Tanzania,2016,June,4,6/1/16
Canada,United Rep. of Tanzania,2016,July,3,7/1/16
Canada,United Rep. of Tanzania,2016,August,1,8/1/16
Canada,United Rep. of Tanzania,2016,September,3,9/1/16
Canada,Turks and Caicos Islands,2007,July,1,7/1/07
Canada,Turks and Caicos Islands,2007,November,1,11/1/07
Canada,Turks and Caicos Islands,2008,April,1,4/1/08
Canada,Turks and Caicos Islands,2009,May,1,5/1/09
Canada,Turks and Caicos Islands,2009,August,1,8/1/09
Canada,Turks and Caicos Islands,2010,January,3,1/1/10
Canada,Turks and Caicos Islands,2010,November,1,11/1/10
Canada,Turks and Caicos Islands,2010,December,2,12/1/10
Canada,Turks and Caicos Islands,2011,January,3,1/1/11
Canada,Turks and Caicos Islands,2011,April,1,4/1/11
Canada,Turks and Caicos Islands,2011,July,2,7/1/11
Canada,Turks and Caicos Islands,2012,February,5,2/1/12
Canada,Turks and Caicos Islands,2012,June,1,6/1/12
Canada,Turks and Caicos Islands,2012,July,3,7/1/12
Canada,Turks and Caicos Islands,2012,August,4,8/1/12
Canada,Turks and Caicos Islands,2012,September,3,9/1/12
Canada,Turks and Caicos Islands,2012,December,1,12/1/12
Canada,Thailand,1999,January,2,1/1/99
Canada,Morocco,2016,January,2,1/1/16
Canada,Morocco,2016,February,3,2/1/16
Canada,Morocco,2016,March,2,3/1/16
Canada,Morocco,2016,April,1,4/1/16
Canada,Morocco,2016,May,2,5/1/16
Canada,Morocco,2016,June,6,6/1/16
Canada,Morocco,2016,July,2,7/1/16
Canada,Morocco,2016,August,8,8/1/16
Canada,Morocco,2016,September,4,9/1/16
Canada,Mozambique,2000,July,1,7/1/00
Canada,Mozambique,2002,June,3,6/1/02
Canada,Mozambique,2003,November,1,11/1/03
Canada,Mozambique,2005,February,1,2/1/05
Canada,Mozambique,2005,May,1,5/1/05
Canada,Mozambique,2006,August,1,8/1/06
Canada,Mozambique,2006,September,1,9/1/06
Canada,Mozambique,2006,October,1,10/1/06
Canada,Mozambique,2006,December,1,12/1/06
Canada,Mozambique,2008,February,1,2/1/08
Canada,Mozambique,2008,October,1,10/1/08
Canada,Mozambique,2009,February,1,2/1/09
Canada,Mozambique,2011,November,1,11/1/11
Canada,Mozambique,2011,December,1,12/1/11
Canada,Mozambique,2013,March,1,3/1/13
Canada,Malta,1999,April,2,4/1/99
Canada,Malta,2000,March,1,3/1/00
Canada,Malta,2000,October,1,10/1/00
Canada,Malta,2001,April,3,4/1/01
Canada,Malta,2001,May,1,5/1/01
Canada,Malta,2001,September,1,9/1/01
Canada,Malta,2002,January,1,1/1/02
Canada,Malta,2006,December,1,12/1/06
Canada,Malta,2011,January,1,1/1/11
Canada,Malta,2014,August,5,8/1/14
Canada,Mauritius,2000,June,1,6/1/00
Canada,Mauritius,2000,August,1,8/1/00
Canada,Mauritius,2000,September,1,9/1/00
Canada,Mauritius,2000,October,1,10/1/00
Canada,Mauritius,2000,November,2,11/1/00
Canada,Mauritius,2000,December,4,12/1/00
Canada,Mauritius,2001,January,1,1/1/01
Canada,Mauritius,2001,February,1,2/1/01
Canada,Mauritius,2001,July,2,7/1/01
Canada,Mauritius,2002,October,1,10/1/02
Canada,Mauritius,2002,November,1,11/1/02
Canada,Mauritius,2003,April,1,4/1/03
Canada,Mauritius,2003,November,1,11/1/03
Canada,Mauritius,2004,January,1,1/1/04
Canada,Mauritius,2004,April,1,4/1/04
Canada,Mauritius,2004,October,1,10/1/04
Canada,Mauritius,2004,December,1,12/1/04
Canada,Mauritius,2005,October,2,10/1/05
Canada,Mauritius,2006,January,3,1/1/06
Canada,Mauritius,2006,May,1,5/1/06
Canada,Mauritius,2007,January,1,1/1/07
Canada,Mauritius,2007,February,1,2/1/07
Canada,Mauritius,2007,September,1,9/1/07
Canada,Mauritius,2007,October,2,10/1/07
Canada,Mauritius,2007,November,1,11/1/07
Canada,Mauritius,2009,February,3,2/1/09
Canada,Mauritius,2010,April,1,4/1/10
Canada,Mauritius,2011,March,1,3/1/11
Canada,Mauritius,2011,July,1,7/1/11
Canada,Mauritius,2012,January,4,1/1/12
Canada,Mauritius,2012,July,2,7/1/12
Canada,Mauritius,2013,November,1,11/1/13
Canada,Mauritius,2014,July,0,7/1/14
Canada,Mauritius,2014,August,0,8/1/14
Canada,Mauritius,2014,November,0,11/1/14
Canada,Mauritius,2015,February,0,2/1/15
Canada,Mauritius,2015,November,0,11/1/15
Canada,Mauritius,2015,December,0,12/1/15
Canada,Mauritius,2016,January,1,1/1/16
Canada,Mauritius,2016,August,1,8/1/16
Canada,Myanmar,1999,January,1,1/1/99
Canada,Myanmar,1999,March,1,3/1/99
Canada,Myanmar,1999,May,4,5/1/99
Canada,Myanmar,1999,June,1,6/1/99
Canada,Myanmar,1999,July,1,7/1/99
Canada,Myanmar,1999,August,3,8/1/99
Canada,Myanmar,1999,September,1,9/1/99
Canada,Myanmar,1999,October,1,10/1/99
Canada,Myanmar,1999,November,1,11/1/99
Canada,Myanmar,1999,December,1,12/1/99
Canada,Myanmar,2000,January,1,1/1/00
Canada,Myanmar,2000,February,3,2/1/00
Canada,Myanmar,2000,March,4,3/1/00
Canada,Myanmar,2000,April,1,4/1/00
Canada,Myanmar,2000,June,2,6/1/00
Canada,Myanmar,2000,August,1,8/1/00
Canada,Myanmar,2000,September,1,9/1/00
Canada,Myanmar,2000,October,1,10/1/00
Canada,Myanmar,2001,February,7,2/1/01
Canada,Myanmar,2001,March,2,3/1/01
Canada,Myanmar,2001,May,1,5/1/01
Canada,Myanmar,2001,June,4,6/1/01
Canada,Myanmar,2001,July,1,7/1/01
Canada,Myanmar,2001,August,2,8/1/01
Canada,Myanmar,2001,September,2,9/1/01
Canada,Myanmar,2001,October,1,10/1/01
Canada,Myanmar,2001,November,2,11/1/01
Canada,Myanmar,2001,December,1,12/1/01
Canada,Myanmar,2002,February,5,2/1/02
Canada,Myanmar,2002,March,3,3/1/02
Canada,Myanmar,2002,April,6,4/1/02
Canada,Myanmar,2002,May,6,5/1/02
Canada,Myanmar,2002,June,2,6/1/02
Canada,Myanmar,2002,July,3,7/1/02
Canada,Myanmar,2002,August,3,8/1/02
Canada,Myanmar,2002,September,2,9/1/02
Canada,Myanmar,2002,October,1,10/1/02
Canada,Myanmar,2002,November,10,11/1/02
Canada,Myanmar,2002,December,7,12/1/02
Canada,Myanmar,2003,January,3,1/1/03
Canada,Myanmar,2003,March,3,3/1/03
Canada,Myanmar,2003,June,1,6/1/03
Canada,Myanmar,2003,September,1,9/1/03
Canada,Myanmar,2003,October,2,10/1/03
Canada,Myanmar,2003,November,3,11/1/03
Canada,Myanmar,2003,December,3,12/1/03
Canada,Myanmar,2004,January,2,1/1/04
Canada,Myanmar,2004,February,5,2/1/04
Canada,Myanmar,2004,April,5,4/1/04
Canada,Myanmar,2004,June,3,6/1/04
Canada,Myanmar,2004,July,2,7/1/04
Canada,Myanmar,2004,August,4,8/1/04
Canada,Myanmar,2004,September,6,9/1/04
Canada,Myanmar,2004,October,3,10/1/04
Canada,Mexico,2015,November,8,11/1/15
Canada,Mexico,2015,December,6,12/1/15
Canada,Mexico,2016,January,10,1/1/16
Canada,Mexico,2016,February,5,2/1/16
Canada,Mexico,2016,March,17,3/1/16
Canada,Mexico,2016,April,6,4/1/16
Canada,Mexico,2016,May,10,5/1/16
Canada,Mexico,2016,June,8,6/1/16
Canada,Mexico,2016,July,17,7/1/16
Canada,Mexico,2016,August,31,8/1/16
Canada,Mexico,2016,September,35,9/1/16
Canada,Mali,1999,February,3,2/1/99
Canada,Mali,1999,March,2,3/1/99
Canada,Mali,1999,April,1,4/1/99
Canada,Mali,1999,May,1,5/1/99
Canada,Mali,1999,July,3,7/1/99
Canada,Mali,1999,August,2,8/1/99
Canada,Mali,1999,September,3,9/1/99
Canada,Mali,1999,October,4,10/1/99
Canada,Mali,1999,November,2,11/1/99
Canada,Mali,1999,December,3,12/1/99
Canada,Mali,2000,January,1,1/1/00
Canada,Mali,2000,February,2,2/1/00
Canada,Mali,2000,March,4,3/1/00
Canada,Mali,2000,April,1,4/1/00
Canada,Mali,2000,May,2,5/1/00
Canada,Mali,2000,June,1,6/1/00
Canada,Mali,2000,July,4,7/1/00
Canada,Mali,2000,August,2,8/1/00
Canada,Mali,2000,September,4,9/1/00
Canada,Mali,2000,October,8,10/1/00
Canada,Mali,2000,November,2,11/1/00
Canada,Mali,2000,December,3,12/1/00
Canada,Mali,2001,January,9,1/1/01
Canada,Mali,2001,February,7,2/1/01
Canada,Mali,2001,March,4,3/1/01
Canada,Mali,2001,April,1,4/1/01
Canada,Mali,2001,May,2,5/1/01
Canada,Mali,2001,June,2,6/1/01
Canada,Mali,2001,July,9,7/1/01
Canada,Mali,2001,August,4,8/1/01
Canada,Mali,2001,September,3,9/1/01
Canada,Mali,2001,October,3,10/1/01
Canada,Mali,2001,November,2,11/1/01
Canada,Mali,2002,January,3,1/1/02
Canada,Mali,2002,February,2,2/1/02
Canada,Mali,2002,March,2,3/1/02
Canada,Mali,2002,April,2,4/1/02
Canada,Mali,2002,May,3,5/1/02
Canada,Mali,2002,June,3,6/1/02
Canada,Mali,2002,August,8,8/1/02
Canada,Mali,2002,September,19,9/1/02
Canada,Mali,2002,October,20,10/1/02
Canada,Mali,2002,November,10,11/1/02
Canada,Mali,2002,December,1,12/1/02
Canada,Mali,2003,January,3,1/1/03
Canada,Mali,2003,February,1,2/1/03
Canada,Mali,2003,April,2,4/1/03
Canada,Mali,2003,May,1,5/1/03
Canada,Mali,2003,June,1,6/1/03
Canada,Mali,2003,July,1,7/1/03
Canada,Mali,2003,August,1,8/1/03
Canada,Mali,2003,October,3,10/1/03
Canada,Mali,2003,November,1,11/1/03
Canada,Mali,2003,December,3,12/1/03
Canada,Mali,2004,January,2,1/1/04
Canada,Mali,2004,February,1,2/1/04
Canada,Mali,2004,March,2,3/1/04
Canada,Mali,2004,April,2,4/1/04
Canada,Mali,2004,June,2,6/1/04
Canada,Mali,2004,September,1,9/1/04
Canada,Mali,2004,October,1,10/1/04
Canada,Mali,2004,November,1,11/1/04
Canada,Mali,2004,December,1,12/1/04
Canada,Mali,2005,February,2,2/1/05
Canada,Mali,2005,September,1,9/1/05
Canada,Mali,2006,January,2,1/1/06
Canada,Mali,2006,February,1,2/1/06
Canada,Mali,2006,March,2,3/1/06
Canada,Mali,2006,May,1,5/1/06
Canada,Mali,2006,June,3,6/1/06
Canada,Mali,2006,July,3,7/1/06
Canada,Mali,2006,August,1,8/1/06
Canada,Mali,2006,September,2,9/1/06
Canada,Mali,2006,October,2,10/1/06
Canada,Mali,2006,November,2,11/1/06
Canada,Mali,2007,February,1,2/1/07
Canada,Mali,2007,March,1,3/1/07
Canada,Mali,2007,May,3,5/1/07
Canada,Mali,2007,June,1,6/1/07
Canada,Mali,2007,August,1,8/1/07
Canada,Mali,2007,September,3,9/1/07
Canada,Mali,2007,October,2,10/1/07
Canada,Mali,2007,November,1,11/1/07
Canada,Mali,2007,December,1,12/1/07
Canada,Mali,2008,January,4,1/1/08
Canada,Mali,2008,February,1,2/1/08
Canada,Mali,2008,March,1,3/1/08
Canada,Mali,2008,April,1,4/1/08
Canada,Mali,2008,May,1,5/1/08
Canada,Mali,2008,June,1,6/1/08
Canada,Thailand,1999,February,1,2/1/99
Canada,Thailand,1999,March,2,3/1/99
Canada,Thailand,1999,April,4,4/1/99
Canada,Thailand,1999,May,4,5/1/99
Canada,Thailand,1999,June,1,6/1/99
Canada,Thailand,1999,July,2,7/1/99
Canada,Thailand,1999,September,2,9/1/99
Canada,Thailand,1999,October,3,10/1/99
Canada,Thailand,1999,November,2,11/1/99
Canada,Thailand,2000,February,1,2/1/00
Canada,Thailand,2000,July,2,7/1/00
Canada,Thailand,2000,August,2,8/1/00
Canada,Thailand,2000,September,1,9/1/00
Canada,Thailand,2000,November,1,11/1/00
Canada,Thailand,2001,January,4,1/1/01
Canada,Thailand,2001,May,1,5/1/01
Canada,Thailand,2001,June,1,6/1/01
Canada,Thailand,2001,October,1,10/1/01
Canada,Thailand,2002,March,1,3/1/02
Canada,Thailand,2002,April,3,4/1/02
Canada,Thailand,2002,May,1,5/1/02
Canada,Thailand,2002,June,1,6/1/02
Canada,Thailand,2002,July,1,7/1/02
Canada,Thailand,2002,September,1,9/1/02
Canada,Thailand,2002,October,1,10/1/02
Canada,Thailand,2002,December,1,12/1/02
Canada,Thailand,2003,March,2,3/1/03
Canada,Thailand,2003,April,2,4/1/03
Canada,Thailand,2003,May,2,5/1/03
Canada,Thailand,2003,June,2,6/1/03
Canada,Thailand,2003,July,1,7/1/03
Canada,Thailand,2003,August,2,8/1/03
Canada,Thailand,2003,October,1,10/1/03
Canada,Thailand,2003,November,1,11/1/03
Canada,Thailand,2003,December,1,12/1/03
Canada,Thailand,2004,January,1,1/1/04
Canada,Thailand,2004,April,1,4/1/04
Canada,Thailand,2004,May,1,5/1/04
Canada,Thailand,2004,June,1,6/1/04
Canada,Thailand,2004,July,1,7/1/04
Canada,Thailand,2004,August,1,8/1/04
Canada,Thailand,2005,May,1,5/1/05
Canada,Thailand,2005,June,4,6/1/05
Canada,Thailand,2005,September,2,9/1/05
Canada,Thailand,2005,October,2,10/1/05
Canada,Thailand,2005,November,3,11/1/05
Canada,Thailand,2006,February,1,2/1/06
Canada,Thailand,2006,May,2,5/1/06
Canada,Thailand,2006,July,1,7/1/06
Canada,Thailand,2006,August,1,8/1/06
Canada,Thailand,2006,October,1,10/1/06
Canada,Thailand,2006,December,2,12/1/06
Canada,Thailand,2007,January,13,1/1/07
Canada,Thailand,2007,February,44,2/1/07
Canada,Thailand,2007,March,20,3/1/07
Canada,Thailand,2007,May,6,5/1/07
Canada,Thailand,2007,June,2,6/1/07
Canada,Thailand,2007,July,6,7/1/07
Canada,Thailand,2007,August,13,8/1/07
Canada,Thailand,2007,September,3,9/1/07
Canada,Thailand,2007,October,4,10/1/07
Canada,Thailand,2007,November,10,11/1/07
Canada,Thailand,2007,December,18,12/1/07
Canada,Thailand,2008,January,7,1/1/08
Canada,Thailand,2008,February,7,2/1/08
Canada,Thailand,2008,March,1,3/1/08
Canada,Thailand,2008,April,8,4/1/08
Canada,Thailand,2008,May,26,5/1/08
Canada,Thailand,2008,June,25,6/1/08
Canada,Thailand,2008,July,1,7/1/08
Canada,Thailand,2008,August,2,8/1/08
Canada,Thailand,2008,September,3,9/1/08
Canada,Thailand,2008,October,3,10/1/08
Canada,Thailand,2008,November,10,11/1/08
Canada,Thailand,2008,December,36,12/1/08
Canada,Thailand,2009,January,9,1/1/09
Canada,Thailand,2009,February,8,2/1/09
Canada,Thailand,2009,March,2,3/1/09
Canada,Thailand,2009,April,17,4/1/09
Canada,Thailand,2009,May,15,5/1/09
Canada,Thailand,2009,June,6,6/1/09
Canada,Thailand,2009,July,8,7/1/09
Canada,Thailand,2009,August,1,8/1/09
Canada,Thailand,2009,September,10,9/1/09
Canada,Thailand,2009,October,5,10/1/09
Canada,Thailand,2009,November,7,11/1/09
Canada,Thailand,2009,December,7,12/1/09
Canada,Thailand,2010,January,5,1/1/10
Canada,Thailand,2010,February,1,2/1/10
Canada,Thailand,2010,March,1,3/1/10
Canada,Thailand,2010,April,6,4/1/10
Canada,Thailand,2010,May,2,5/1/10
Canada,Thailand,2010,June,1,6/1/10
Canada,Thailand,2010,July,3,7/1/10
Canada,Thailand,2010,September,2,9/1/10
Canada,Thailand,2010,October,5,10/1/10
Canada,Thailand,2010,December,12,12/1/10
Canada,Thailand,2011,January,6,1/1/11
Canada,Thailand,2011,February,1,2/1/11
Canada,Thailand,2011,March,6,3/1/11
Canada,Thailand,2011,April,3,4/1/11
Canada,Thailand,2011,May,3,5/1/11
Canada,Thailand,2011,July,2,7/1/11
Canada,Thailand,2011,August,3,8/1/11
Canada,Thailand,2011,September,1,9/1/11
Canada,Thailand,2012,February,1,2/1/12
Canada,Thailand,2012,March,5,3/1/12
Canada,Thailand,2012,May,1,5/1/12
Canada,Thailand,2012,July,2,7/1/12
Canada,Thailand,2012,August,1,8/1/12
Canada,Thailand,2012,October,1,10/1/12
Canada,Thailand,2013,February,1,2/1/13
Canada,Thailand,2013,March,1,3/1/13
Canada,Thailand,2013,April,2,4/1/13
Canada,Thailand,2013,May,1,5/1/13
Canada,Thailand,2013,September,1,9/1/13
Canada,Thailand,2013,December,1,12/1/13
Canada,Thailand,2014,May,0,5/1/14
Canada,Thailand,2014,July,0,7/1/14
Canada,Thailand,2014,August,0,8/1/14
Canada,Thailand,2014,October,0,10/1/14
Canada,Thailand,2015,September,0,9/1/15
Canada,Thailand,2015,October,0,10/1/15
Canada,Thailand,2015,December,0,12/1/15
Canada,Thailand,2016,January,4,1/1/16
Canada,Thailand,2016,February,2,2/1/16
Canada,Thailand,2016,April,2,4/1/16
Canada,Thailand,2016,May,1,5/1/16
Canada,Venezuela (Bolivarian Republic of),2015,January,24,1/1/15
Canada,Venezuela (Bolivarian Republic of),2015,February,6,2/1/15
Canada,Venezuela (Bolivarian Republic of),2015,March,12,3/1/15
Canada,Venezuela (Bolivarian Republic of),2015,April,7,4/1/15
Canada,Venezuela (Bolivarian Republic of),2015,May,27,5/1/15
Canada,Venezuela (Bolivarian Republic of),2015,June,13,6/1/15
Canada,Venezuela (Bolivarian Republic of),2015,July,29,7/1/15
Canada,Venezuela (Bolivarian Republic of),2015,August,20,8/1/15
Canada,Venezuela (Bolivarian Republic of),2015,September,47,9/1/15
Canada,Venezuela (Bolivarian Republic of),2015,October,22,10/1/15
Canada,Venezuela (Bolivarian Republic of),2015,November,26,11/1/15
Canada,Venezuela (Bolivarian Republic of),2015,December,24,12/1/15
Canada,Venezuela (Bolivarian Republic of),2016,January,36,1/1/16
Canada,Venezuela (Bolivarian Republic of),2016,February,25,2/1/16
Canada,Venezuela (Bolivarian Republic of),2016,March,37,3/1/16
